symbol,exchange,name,sector,industry,cap_category,index
PROSTARM.NS,NSE,Prostarm Info Systems Limited,,,,
PROTEAN.NS,NSE,Protean eGov Technologies Limited,,,,
PROZONER.NS,NSE,Prozone Realty Limited,,,,
PRSMJOHNSN.NS,NSE,Prism Johnson Limited,,,,
PRUDENT.NS,NSE,Prudent Corporate Advisory Services Limited,,,,
PRUDMOULI.NS,NSE,Prudential Sugar Corporation Limited,,,,
PSB.NS,NSE,Punjab & Sind Bank,,,,
PSPPROJECT.NS,NSE,PSP Projects Limited,,,,
PTC.NS,NSE,PTC India Limited,,,,
PTCIL.NS,NSE,PTC Industries Limited,,,,
PTL.NS,NSE,PTL Enterprises Limited,,,,
PUNJABCHEM.NS,NSE,Punjab Chemicals & Crop Protection Limited,,,,
PURVA.NS,NSE,Puravankara Limited,,,,
PVP.NS,NSE,PVP Ventures Limited,,,,
PVRINOX.NS,NSE,PVR INOX Limited,,,,
PVSL.NS,NSE,Popular Vehicles and Services Limited,,,,
PWL.NS,NSE,Physicswallah Limited,,,,
PYRAMID.NS,NSE,Pyramid Technoplast Limited,,,,
QMSMEDI.NS,NSE,QMS Medical Allied Services Limited,,,,
QPOWER.NS,NSE,Quality Power Electrical Equipments Limited,,,,
QUADFUTURE.NS,NSE,Quadrant Future Tek Limited,,,,
QUESS.NS,NSE,Quess Corp Limited,,,,
QUICKHEAL.NS,NSE,Quick Heal Technologies Limited,,,,
QUINT.NS,NSE,Quint Digital Limited,,,,
RACE.NS,NSE,Race Eco Chain Limited,,,,
RACLGEAR.NS,NSE,RACL Geartech Limited,,,,
RADAAN.NS,NSE,Radaan Mediaworks India Limited,,,,
RADHIKAJWE.NS,NSE,Radhika Jeweltech Limited,,,,
RADIANTCMS.NS,NSE,Radiant Cash Management Services Limited,,,,
RADICO.NS,NSE,Radico Khaitan Limited,,,,
RADIOCITY.NS,NSE,Music Broadcast Limited,,,,
RAILTEL.NS,NSE,Railtel Corporation Of India Limited,,,,
RAIN.NS,NSE,Rain Industries Limited,,,,
RAINBOW.NS,NSE,Rainbow Childrens Medicare Limited,,,,
RAJESHEXPO.NS,NSE,Rajesh Exports Limited,,,,
RAJMET.NS,NSE,Rajnandini Metal Limited,,,,
RAJOOENG.NS,NSE,Rajoo Engineers Limited,,,,
RAJPALAYAM.NS,NSE,Rajapalayam Mills Limited,,,,
RAJRATAN.NS,NSE,Rajratan Global Wire Limited,,,,
RAJRILTD.NS,NSE,Raj Rayon Industries Limited,,,,
RAJSREESUG.NS,NSE,Rajshree Sugars & Chemicals Limited,,,,
RAJTV.NS,NSE,Raj Television Network Limited,,,,
RALLIS.NS,NSE,Rallis India Limited,,,,
RAMANEWS.NS,NSE,Shree Rama Newsprint Limited,,,,
RAMAPHO.NS,NSE,Rama Phosphates Limited,,,,
RAMASTEEL.NS,NSE,Rama Steel Tubes Limited,,,,
RAMBHAJO.NS,NSE,Advit Jewels Limited,,,,
RAMCOCEM.NS,NSE,The Ramco Cements Limited,,,,
RAMCOIND.NS,NSE,Ramco Industries Limited,,,,
RAMCOSYS.NS,NSE,Ramco Systems Limited,,,,
RAMKY.NS,NSE,Ramky Infrastructure Limited,,,,
RAMRAT.NS,NSE,Ram Ratna Wires Limited,,,,
RANASUG.NS,NSE,Rana Sugars Limited,,,,
RANEHOLDIN.NS,NSE,Rane Holdings Limited,,,,
RATEGAIN.NS,NSE,Rategain Travel Technologies Limited,,,,
RATNAMANI.NS,NSE,Ratnamani Metals & Tubes Limited,,,,
RATNAVEER.NS,NSE,Ratnaveer Precision Engineering Limited,,,,
RAYMOND.NS,NSE,Raymond Limited,,,,
RAYMONDLSL.NS,NSE,Raymond Lifestyle Limited,,,,
RAYMONDREL.NS,NSE,Raymond Realty Limited,,,,
RBA.NS,NSE,Restaurant Brands Asia Limited,,,,
RBLBANK.NS,NSE,RBL Bank Limited,,,,
RBZJEWEL.NS,NSE,RBZ Jewellers Limited,,,,
RCF.NS,NSE,Rashtriya Chemicals and Fertilizers Limited,,,,
RCOM.NS,NSE,Reliance Communications Limited,,,,
RECLTD.NS,NSE,REC Limited,,,,
REDINGTON.NS,NSE,Redington Limited,,,,
REDTAPE.NS,NSE,Redtape Limited,,,,
REFEX.NS,NSE,Refex Industries Limited,,,,
REGAAL.NS,NSE,Regaal Resources Limited,,,,
REGENCERAM.NS,NSE,Regency Ceramics Limited,,,,
RELAXO.NS,NSE,Relaxo Footwears Limited,,,,
RELCHEMQ.NS,NSE,Reliance Chemotex Industries Limited,,,,
RELIABLE.NS,NSE,Reliable Data Services Limited,,,,
RELIANCE.NS,NSE,Reliance Industries Limited,,,,
RELIGARE.NS,NSE,Religare Enterprises Limited,,,,
RELINFRA.NS,NSE,Reliance Infrastructure Limited,,,,
RELTD.NS,NSE,Ravindra Energy Limited,,,,
REMSONSIND.NS,NSE,Remsons Industries Limited,,,,
RENTOMOJO.NS,NSE,Rentomojo Limited,,,,
RENUKA.NS,NSE,Shree Renuka Sugars Limited,,,,
REPCOHOME.NS,NSE,Repco Home Finance Limited,,,,
REPL.NS,NSE,Rudrabhishek Enterprises Limited,,,,
REPRO.NS,NSE,Repro India Limited,,,,
RESPONIND.NS,NSE,Responsive Industries Limited,,,,
RETAIL.NS,NSE,JHS Svendgaard Retail Ventures Limited,,,,
RGL.NS,NSE,Renaissance Global Limited,,,,
RHETAN.NS,NSE,Rhetan TMT Limited,,,,
RHFL.NS,NSE,Reliance Home Finance Limited,,,,
RHIM.NS,NSE,RHI MAGNESITA INDIA LIMITED,,,,
RHL.NS,NSE,Robust Hotels Limited,,,,
RICOAUTO.NS,NSE,Rico Auto Industries Limited,,,,
RIIL.NS,NSE,Reliance Industrial Infrastructure Limited,,,,
RIR.NS,NSE,RIR Power Electronics Limited,,,,
RISHABH.NS,NSE,Rishabh Instruments Limited,,,,
RITCO.NS,NSE,Ritco Logistics Limited,,,,
RITES.NS,NSE,RITES Limited,,,,
RKDL.NS,NSE,Ravi Kumar Distilleries Limited,,,,
RKEC.NS,NSE,RKEC Projects Limited,,,,
RKFORGE.NS,NSE,Ramkrishna Forgings Limited,,,,
RKSWAMY.NS,NSE,R K Swamy Limited,,,,
RMC.NS,NSE,RMC Switchgears Limited,,,,
RMDRIP.NS,NSE,R M Drip and Sprinklers Systems Limited,,,,
RML.NS,NSE,Rane (Madras) Limited,,,,
RNBDENIMS.NS,NSE,R&B Denims Limited,,,,
ROHLTD.NS,NSE,Royal Orchid Hotels Limited,,,,
ROLEXRINGS.NS,NSE,Rolex Rings Limited,,,,
ROLLT.NS,NSE,Rollatainers Limited,,,,
ROML.NS,NSE,Raj Oil Mills Limited,,,,
ROSSARI.NS,NSE,Rossari Biotech Limited,,,,
ROSSELLIND.NS,NSE,Rossell India Limited,,,,
ROSSTECH.NS,NSE,Rossell Techsys Limited,,,,
ROTO.NS,NSE,Roto Pumps Limited,,,,
ROUTE.NS,NSE,ROUTE MOBILE LIMITED,,,,
RPEL.NS,NSE,Raghav Productivity Enhancers Limited,,,,
RPGLIFE.NS,NSE,RPG Life Sciences Limited,,,,
RPOWER.NS,NSE,Reliance Power Limited,,,,
RPPINFRA.NS,NSE,R.P.P. Infra Projects Limited,,,,
RPPL.NS,NSE,Rajshree Polypack Limited,,,,
RPSGVENT.NS,NSE,RPSG VENTURES LIMITED,,,,
RPTECH.NS,NSE,Rashi Peripherals Limited,,,,
RRECL.NS,NSE,RDB Real Estate Constructions Limited,,,,
RRIL.NS,NSE,RRIL Limited,,,,
RRKABEL.NS,NSE,R R Kabel Limited,,,,
RSDFIN.NS,NSE,RSD Finance Limited,,,,
RSL.NS,NSE,Rajputana Stainless Limited,,,,
RSSOFTWARE.NS,NSE,R. S. Software (India) Limited,,,,
RSWM.NS,NSE,RSWM Limited,,,,
RSYSTEMS.NS,NSE,R Systems International Limited,,,,
RTNINDIA.NS,NSE,RattanIndia Enterprises Limited,,,,
RTNPOWER.NS,NSE,RattanIndia Power Limited,,,,
RTSPOWR.NS,NSE,RTS Power Corporation Limited,,,,
RUBFILA.NS,NSE,Rubfila International Limited,,,,
RUBICON.NS,NSE,Rubicon Research Limited,,,,
RUBYMILLS.NS,NSE,The Ruby Mills Limited,,,,
RUCHINFRA.NS,NSE,Ruchi Infrastructure Limited,,,,
RUCHIRA.NS,NSE,Ruchira Papers Limited,,,,
RUDRA.NS,NSE,Rudra Global Infra Products Limited,,,,
RUPA.NS,NSE,Rupa & Company Limited,,,,
RUSHIL.NS,NSE,Rushil Decor Limited,,,,
RUSTOMJEE.NS,NSE,Keystone Realtors Limited,,,,
RVHL.NS,NSE,Ravinder Heights Limited,,,,
RVNL.NS,NSE,Rail Vikas Nigam Limited,,,,
RVTH.NS,NSE,Revathi Equipment India Limited,,,,
S&SPOWER.NS,NSE,S&S Power Switchgears Limited,,,,
SAATVIKGL.NS,NSE,Saatvik Green Energy Limited,,,,
SAB.NS,NSE,SAB Industries Limited,,,,
SADBHAV.NS,NSE,Sadbhav Engineering Limited,,,,
SADBHIN.NS,NSE,Sadbhav Infrastructure Project Limited,,,,
SADHNANIQ.NS,NSE,Sadhana Nitrochem Limited,,,,
SAFARI.NS,NSE,Safari Industries (India) Limited,,,,
SAGARDEEP.NS,NSE,Sagardeep Alloys Limited,,,,
SAGCEM.NS,NSE,Sagar Cements Limited,,,,
SAGILITY.NS,NSE,SAGILITY LIMITED,,,,
SAHLIBHFI.NS,NSE,Shalibhadra Finance Limited,,,,
SAHYADRI.NS,NSE,Sahyadri Industries Limited,,,,
SAICAPI.NS,NSE,Sai Capital Limited,,,,
SAIL.NS,NSE,Steel Authority of India Limited,,,,
SAILIFE.NS,NSE,Sai Life Sciences Limited,,,,
SAIPARENT.NS,NSE,Sai Parenterals Limited,,,,
SAKAR.NS,NSE,Sakar Healthcare Limited,,,,
SAKHTISUG.NS,NSE,Sakthi Sugars Limited,,,,
SAKSOFT.NS,NSE,Saksoft Limited,,,,
SAKUMA.NS,NSE,Sakuma Exports Limited,,,,
SALASAR.NS,NSE,Salasar Techno Engineering Limited,,,,
SALONA.NS,NSE,Salona Cotspin Limited,,,,
SALSTEEL.NS,NSE,S.A.L. Steel Limited,,,,
SALZERELEC.NS,NSE,Salzer Electronics Limited,,,,
SAMBANDAM.NS,NSE,Sambandam Spinning Mills Limited,,,,
SAMBHAAV.NS,NSE,Sambhaav Media Limited,,,,
SAMBHV.NS,NSE,Sambhv Steel Tubes Limited,,,,
SAMHI.NS,NSE,Samhi Hotels Limited,,,,
SAMMAANCAP.NS,NSE,Sammaan Capital Limited,,,,
SAMPANN.NS,NSE,Sampann Utpadan India Limited,,,,
SANATHAN.NS,NSE,Sanathan Textiles Limited,,,,
SANDESH.NS,NSE,The Sandesh Limited,,,,
SANDHAR.NS,NSE,Sandhar Technologies Limited,,,,
SANDUMA.NS,NSE,Sandur Manganese & Iron Ores Limited,,,,
SANGAMIND.NS,NSE,Sangam (India) Limited,,,,
SANGHVIMOV.NS,NSE,Sanghvi Movers Limited,,,,
SANGINITA.NS,NSE,Sanginita Chemicals Limited,,,,
SANOFI.NS,NSE,Sanofi India Limited,,,,
SANOFICONR.NS,NSE,Sanofi Consumer Healthcare India Limited,,,,
SANSERA.NS,NSE,Sansera Engineering Limited,,,,
SANSTAR.NS,NSE,Sanstar Limited,,,,
SANWARIA.NS,NSE,Sanwaria Consumer Limited,,,,
SAPPHIRE.NS,NSE,Sapphire Foods India Limited,,,,
SAPPL.NS,NSE,Shree Ajit Pulp & Paper Limited,,,,
SARDAEN.NS,NSE,Sarda Energy & Minerals Limited,,,,
SAREGAMA.NS,NSE,Saregama India Limited,,,,
SARLAPOLY.NS,NSE,Sarla Performance Fibers Limited,,,,
SARVESHWAR.NS,NSE,Sarveshwar Foods Limited,,,,
SASKEN.NS,NSE,Sasken Technologies Limited,,,,
SATIA.NS,NSE,Satia Industries Limited,,,,
SATIN.NS,NSE,Satin Creditcare Network Limited,,,,
SAURASHCEM.NS,NSE,Saurashtra Cement Limited,,,,
SAYAJIHOTL.NS,NSE,Sayaji Hotels Limited,,,,
SAYAJIIND.NS,NSE,Sayaji Industries Limited,,,,
SBC.NS,NSE,SBC Exports Limited,,,,
SBCL.NS,NSE,Shivalik Bimetal Controls Limited,,,,
SBFC.NS,NSE,SBFC Finance Limited,,,,
SBGLP.NS,NSE,Suratwwala Business Group Limited,,,,
SBICARD.NS,NSE,SBI Cards and Payment Services Limited,,,,
SBIFUNDS.NS,NSE,SBI Funds Management Limited,,,,
SBILIFE.NS,NSE,SBI Life Insurance Company Limited,,,,
SBIN.NS,NSE,State Bank of India,,,,
SCANSTL.NS,NSE,Scan Steels Limited,,,,
SCHAEFFLER.NS,NSE,Schaeffler India Limited,,,,
SCHAND.NS,NSE,S Chand And Company Limited,,,,
SCHNEIDER.NS,NSE,Schneider Electric Infrastructure Limited,,,,
SCI.NS,NSE,Shipping Corporation Of India Limited,,,,
SCILAL.NS,NSE,Shipping Corporation of India Land and Assets Limited,,,,
SCODATUBES.NS,NSE,Scoda Tubes Limited,,,,
SCPL.NS,NSE,Sheetal Cool Products Limited,,,,
SDBL.NS,NSE,Som Distilleries & Breweries Limited,,,,
SEAMECLTD.NS,NSE,Seamec Limited,,,,
SECMARK.NS,NSE,SecMark Consultancy Limited,,,,
SECURKLOUD.NS,NSE,SECUREKLOUD TECHNOLOGIES LIMITED,,,,
SEDEMAC.NS,NSE,SEDEMAC Mechatronics Limited,,,,
SEIL.NS,NSE,Shanti Educational Initiatives Limited,,,,
SEJALLTD.NS,NSE,Sejal Glass Limited,,,,
SEKURITIND.NS,NSE,Saint Gobain Sekurit India Limited,,,,
SEMAC.NS,NSE,Semac Construction Limited,,,,
SENCO.NS,NSE,Senco Gold Limited,,,,
SENORES.NS,NSE,Senores Pharmaceuticals Limited,,,,
SEPC.NS,NSE,SEPC Limited,,,,
SERVOTECH.NS,NSE,Servotech Renewable Power System Limited,,,,
SESHAPAPER.NS,NSE,Seshasayee Paper and Boards Limited,,,,
SETCO.NS,NSE,Setco Automotive Limited,,,,
SETL.NS,NSE,Standard Engineering Technology Limited,,,,
SETUINFRA.NS,NSE,Setubandhan Infrastructure Limited,,,,
SEYAIND.NS,NSE,Seya Industries Limited,,,,
SFL.NS,NSE,Sheela Foam Limited,,,,
SGFIN.NS,NSE,SG Finserve Limited,,,,
SGIL.NS,NSE,Synergy Green Industries Limited,,,,
SGL.NS,NSE,STL Global Limited,,,,
SGLRES.NS,NSE,SGL Resources Limited,,,,
SGMART.NS,NSE,SG Mart Limited,,,,
SGRL.NS,NSE,Shree Ganesh Remedies Limited,,,,
SHADOWFAX.NS,NSE,Shadowfax Technologies Limited,,,,
SHAH.NS,NSE,Shah Metacorp Limited,,,,
SHAHALLOYS.NS,NSE,Shah Alloys Limited,,,,
SHAILY.NS,NSE,Shaily Engineering Plastics Limited,,,,
SHAKTIPUMP.NS,NSE,Shakti Pumps (India) Limited,,,,
SHALBY.NS,NSE,Shalby Limited,,,,
SHALPAINTS.NS,NSE,Shalimar Paints Limited,,,,
SHANKARA.NS,NSE,Shankara Building Products Limited,,,,
SHANKESH.NS,NSE,Shankesh Jewellers Limited,,,,
SHANTI.NS,NSE,Shanti Overseas (India) Limited,,,,
SHANTIGEAR.NS,NSE,Shanthi Gears Limited,,,,
SHANTIGOLD.NS,NSE,Shanti Gold International Limited,,,,
SHARDACROP.NS,NSE,Sharda Cropchem Limited,,,,
SHARDAMOTR.NS,NSE,Sharda Motor Industries Limited,,,,
SHARDUL.NS,NSE,Shardul Securities Limited,,,,
SHAREINDIA.NS,NSE,Share India Securities Limited,,,,
SHBAJRG.NS,NSE,Shri Bajrang Alliance Limited,,,,
SHEKHAWATI.NS,NSE,Shekhawati Industries Limited,,,,
SHEMAROO.NS,NSE,Shemaroo Entertainment Limited,,,,
SHERVANI.NS,NSE,Shervani Industrial Syndicate Limited,,,,
SHILCTECH.NS,NSE,Shilchar Technologies Limited,,,,
SHILGRAVQ.NS,NSE,Shilp Gravures Limited,,,,
SHILPAMED.NS,NSE,Shilpa Medicare Limited,,,,
SHINDL.NS,NSE,Sharat Industries Limited,,,,
SHIPROCKET.NS,NSE,Shiprocket Limited,,,,
SHIVAAGRO.NS,NSE,Shiva Global Agro Industries Limited,,,,
SHIVACEM.NS,NSE,Shiva Cement Limited,,,,
SHIVALIK.NS,NSE,Shivalik Rasayan Limited,,,,
SHIVAMAUTO.NS,NSE,Shivam Autotech Limited,,,,
SHIVAMILLS.NS,NSE,Shiva Mills Limited,,,,
SHIVATEX.NS,NSE,Shiva Texyarn Limited,,,,
SHIVAUM.NS,NSE,Shiv Aum Steels Limited,,,,
SHK.NS,NSE,S H Kelkar and Company Limited,,,,
SHOPERSTOP.NS,NSE,Shoppers Stop Limited,,,,
SHRADDHA.NS,NSE,Shraddha Prime Projects Limited,,,,
SHRADHA.NS,NSE,Shradha Realty Limited,,,,
SHREDIGCEM.NS,NSE,Shree Digvijay Cement Co.Ltd,,,,
SHREECEM.NS,NSE,SHREE CEMENT LIMITED,,,,
SHREEJISPG.NS,NSE,Shreeji Shipping Global Limited,,,,
SHREEPUSHK.NS,NSE,Shree Pushkar Chemicals & Fertilisers Limited,,,,
SHREERAMA.NS,NSE,Shree Rama Multi-Tech Limited,,,,
SHRENIK.NS,NSE,Shrenik Limited,,,,
SHREYANIND.NS,NSE,Shreyans Industries Limited,,,,
SHRIKRISH.NS,NSE,Shri Krishna Devcon Limited,,,,
SHRINGARMS.NS,NSE,Shringar House of Mangalsutra Limited,,,,
SHRIPISTON.NS,NSE,SPR Auto Technologies Limited,,,,
SHRIRAMFIN.NS,NSE,Shriram Finance Limited,,,,
SHRIRAMPPS.NS,NSE,Shriram Properties Limited,,,,
SHRJAGP.NS,NSE,Shri Jagdamba Polymers Limited,,,,
SHUKRAPHAR.NS,NSE,Shukra Pharmaceuticals Limited,,,,
SHYAMCENT.NS,NSE,Shyam Century Ferrous Limited,,,,
SHYAMMETL.NS,NSE,Shyam Metalics and Energy Limited,,,,
SHYAMTEL.NS,NSE,Shyam Telecom Limited,,,,
SICAGEN.NS,NSE,Sicagen India Limited,,,,
SICALLOG.NS,NSE,Sical Logistics Limited,,,,
SIEL.NS,NSE,Superior Industrial Enterprises Limited,,,,
SIEMENS.NS,NSE,Siemens Limited,,,,
SIGACHI.NS,NSE,Sigachi Industries Limited,,,,
SIGIND.NS,NSE,Signet Industries Limited,,,,
SIGMA.NS,NSE,Sigma Solve Limited,,,,
SIGMAADV.NS,NSE,SIGMA ADVANCED SYSTEMS LIMITED,,,,
SIGNATURE.NS,NSE,Signatureglobal (India) Limited,,,,
SIGNPOST.NS,NSE,Signpost India Limited,,,,
SIKA.NS,NSE,Sika Interplant Systems Limited,,,,
SIKKO.NS,NSE,Sikko Industries Limited,,,,
SIL.NS,NSE,Standard Industries Limited,,,,
SILGO.NS,NSE,Silgo Retail Limited,,,,
SILINV.NS,NSE,SIL Investments Limited,,,,
SILVERTUC.NS,NSE,Silver Touch Technologies Limited,,,,
SIMBHALS.NS,NSE,Simbhaoli Sugars Limited,,,,
SIMPLEXINF.NS,NSE,Simplex Infrastructures Limited,,,,
SIMPLXREA.NS,NSE,Simplex Realty Limited,,,,
SINCLAIR.NS,NSE,Sinclairs Hotels Limited,,,,
SINDHUTRAD.NS,NSE,Sindhu Trade Links Limited,,,,
SINGERIND.NS,NSE,Singer India Limited,,,,
SINTERCOM.NS,NSE,Sintercom India Limited,,,,
SIRCA.NS,NSE,Sirca Paints India Limited,,,,
SIS.NS,NSE,SIS LIMITED,,,,
SITINET.NS,NSE,Siti Networks Limited,,,,
SIYSIL.NS,NSE,Siyaram Silk Mills Limited,,,,
SJS.NS,NSE,S.J.S. Enterprises Limited,,,,
SJVN.NS,NSE,SJVN Limited,,,,
SKFINDIA.NS,NSE,SKF India Limited,,,,
SKFINDUS.NS,NSE,SKF India (Industrial) Limited,,,,
SKIPPER.NS,NSE,Skipper Limited,,,,
SKMEGGPROD.NS,NSE,SKM Egg Products Export (India) Limited,,,,
SKYGOLD.NS,NSE,SKY GOLD AND DIAMONDS LIMITED,,,,
SKYWAYS.NS,NSE,Skyways Air Services Limited,,,,
SMARTLINK.NS,NSE,Smartlink Holdings Limited,,,,
SMARTWORKS.NS,NSE,Smartworks Coworking Spaces Limited,,,,
SMCGLOBAL.NS,NSE,SMC Global Securities Limited,,,,
SMLMAH.NS,NSE,SML Mahindra Limited,,,,
SMLT.NS,NSE,Sarthak Metals Limited,,,,
SMSPHARMA.NS,NSE,SMS Pharmaceuticals Limited,,,,
SNOWMAN.NS,NSE,Snowman Logistics Limited,,,,
SOBHA.NS,NSE,Sobha Limited,,,,
SOFTTECH.NS,NSE,Softtech Engineers Limited,,,,
SOLARA.NS,NSE,Solara Active Pharma Sciences Limited,,,,
SOLARINDS.NS,NSE,Solar Industries India Limited,,,,
SOLARWORLD.NS,NSE,Solarworld Energy Solutions Limited,,,,
SOLEX.NS,NSE,Solex Energy Limited,,,,
SOMANYCERA.NS,NSE,Somany Ceramics Limited,,,,
SOMATEX.NS,NSE,Soma Textiles & Industries Limited,,,,
SOMICONVEY.NS,NSE,Somi Conveyor Beltings Limited,,,,
SONA.NS,NSE,Sonaselection India Limited,,,,
SONACOMS.NS,NSE,Sona BLW Precision Forgings Limited,,,,
SONAL.NS,NSE,Sonal Mercantile Limited,,,,
SONAMLTD.NS,NSE,SONAM LIMITED,,,,
SONATSOFTW.NS,NSE,Sonata Software Limited,,,,
SOTL.NS,NSE,Savita Oil Technologies Limited,,,,
SOUTHBANK.NS,NSE,The South Indian Bank Limited,,,,
SOUTHWEST.NS,NSE,South West Pinnacle Exploration Limited,,,,
SPAL.NS,NSE,S. P. Apparels Limited,,,,
SPANDANA.NS,NSE,Spandana Sphoorty Financial Limited,,,,
SPARC.NS,NSE,Sun Pharma Advanced Research Company Limited,,,,
SPCENET.NS,NSE,Spacenet Enterprises India Limited,,,,
SPECIALITY.NS,NSE,Speciality Restaurants Limited,,,,
SPECTRUM.NS,NSE,Spectrum Electrical Industries Limited,,,,
SPENCERS.NS,NSE,Spencer's Retail Limited,,,,
SPIC.NS,NSE,Southern Petrochemicals Industries Corporation  Limited,,,,
SPLIL.NS,NSE,SPL Industries Limited,,,,
SPLPETRO.NS,NSE,Supreme Petrochem Limited,,,,
SPMLINFRA.NS,NSE,SPML Infra Limited,,,,
SPORTKING.NS,NSE,Sportking India Limited,,,,
SRD.NS,NSE,Shankar Lal Rampal Dye-Chem Limited,,,,
SREEL.NS,NSE,Sreeleathers Limited,,,,
SRF.NS,NSE,SRF Limited,,,,
SRGHFL.NS,NSE,SRG Housing Finance Limited,,,,
SRHHYPOLTD.NS,NSE,Sree Rayalaseema Hi-Strength Hypo Limited,,,,
SRIKPRIND.NS,NSE,Sri KPR Industries Limited,,,,
SRM.NS,NSE,SRM Contractors Limited,,,,
SRTL.NS,NSE,Shree Ram Twistex Limited,,,,
SSDL.NS,NSE,Saraswati Saree Depot Limited,,,,
SSRETAIL.NS,NSE,SS Retail Limited,,,,
SSWL.NS,NSE,Steel Strips Wheels Limited,,,,
STALLION.NS,NSE,Stallion India Fluorochemicals Limited,,,,
STANLEY.NS,NSE,Stanley Lifestyles Limited,,,,
STAR.NS,NSE,Strides Pharma Science Limited,,,,
STARCEMENT.NS,NSE,Star Cement Limited,,,,
STARHEALTH.NS,NSE,Star Health and Allied Insurance Company Limited,,,,
STARPAPER.NS,NSE,Star Paper Mills Limited,,,,
STARTECK.NS,NSE,Starteck Finance Limited,,,,
STCINDIA.NS,NSE,The State Trading Corporation of India Limited,,,,
STEAMHOUSE.NS,NSE,Steamhouse India Limited,,,,
STEELCAS.NS,NSE,Steelcast Limited,,,,
STEELCITY.NS,NSE,Steel City Securities Limited,,,,
STEELXIND.NS,NSE,STEEL EXCHANGE INDIA LIMITED,,,,
STEL.NS,NSE,Stel Holdings Limited,,,,
STERTOOLS.NS,NSE,Sterling Tools Limited,,,,
STLNETWORK.NS,NSE,STL Networks Limited,,,,
STLSTRINF.NS,NSE,Steel Strips Infrastructures Limited,,,,
STLTECH.NS,NSE,Sterlite Technologies Limited,,,,
STOVEKRAFT.NS,NSE,Stove Kraft Limited,,,,
STUDDS.NS,NSE,Studds Accessories Limited,,,,
STYL.NS,NSE,Seshaasai Technologies Limited,,,,
STYLAMIND.NS,NSE,Stylam Industries Limited,,,,
STYLEBAAZA.NS,NSE,Baazar Style Retail Limited,,,,
STYRENIX.NS,NSE,Styrenix Performance Materials Limited,,,,
SUBEXLTD.NS,NSE,Subex Limited,,,,
SUBROS.NS,NSE,Subros Limited,,,,
SUDARCOLOR.NS,NSE,Sudarshan Colorants India Limited,,,,
SUDARSCHEM.NS,NSE,Sudarshan Chemical Industries Limited,,,,
SUDEEPPHRM.NS,NSE,Sudeep Pharma Limited,,,,
SUKHJITS.NS,NSE,Sukhjit Starch & Chemicals Limited,,,,
SULA.NS,NSE,Sula Vineyards Limited,,,,
SUMEDHA.NS,NSE,Sumedha Fiscal Services Limited,,,,
SUMEETINDS.NS,NSE,Sumeet Industries Limited,,,,
SUMICHEM.NS,NSE,Sumitomo Chemical India Limited,,,,
SUMIT.NS,NSE,Sumit Woods Limited,,,,
SUMMITSEC.NS,NSE,Summit Securities Limited,,,,
SUNCLAY.NS,NSE,Sundaram Clayton Limited,,,,
SUNDARAM.NS,NSE,Sundaram Multi Pap Limited,,,,
SUNDARMFIN.NS,NSE,Sundaram Finance Limited,,,,
SUNDRMBRAK.NS,NSE,Sundaram Brake Linings Limited,,,,
SUNDRMFAST.NS,NSE,Sundram Fasteners Limited,,,,
SUNDROP.NS,NSE,Sundrop Brands Limited,,,,
SUNFLAG.NS,NSE,Sunflag Iron And Steel Company Limited,,,,
SUNLOC.NS,NSE,Sunil Healthcare Limited,,,,
SUNPHARMA.NS,NSE,Sun Pharmaceutical Industries Limited,,,,
SUNRAKSHAK.NS,NSE,Sunrakshakk Industries India Limited,,,,
SUNSHIEL.NS,NSE,Sunshield Chemicals Limited,,,,
SUNSHINE.NS,NSE,Sunshine Pictures Limited,,,,
SUNTECK.NS,NSE,Sunteck Realty Limited,,,,
SUNTV.NS,NSE,Sun TV Network Limited,,,,
SUPERHOUSE.NS,NSE,Superhouse Limited,,,,
SUPERSPIN.NS,NSE,Super Spinning Mills Limited,,,,
SUPRAJIT.NS,NSE,Suprajit Engineering Limited,,,,
SUPREME.NS,NSE,Supreme Holdings & Hospitality (India) Limited,,,,
SUPREMEENG.NS,NSE,Supreme Engineering Limited,,,,
SUPREMEIND.NS,NSE,Supreme Industries Limited,,,,
SUPREMEINF.NS,NSE,Supreme Infrastructure India Limited,,,,
SUPRIYA.NS,NSE,Supriya Lifescience Limited,,,,
SUPTANERY.NS,NSE,Super Tannery Limited,,,,
SURAJEST.NS,NSE,Suraj Estate Developers Limited,,,,
SURAJLTD.NS,NSE,Suraj Limited,,,,
SURAKSHA.NS,NSE,Suraksha Diagnostic Limited,,,,
SURANASOL.NS,NSE,Surana Solar Limited,,,,
SURANAT&P.NS,NSE,Surana Telecom and Power Limited,,,,
SURYALA.NS,NSE,Suryalata Spinning Mills Limited,,,,
SURYALAXMI.NS,NSE,Suryalakshmi Cotton Mills Limited,,,,
SURYAROSNI.NS,NSE,Surya Roshni Limited,,,,
SURYODAY.NS,NSE,Suryoday Small Finance Bank Limited,,,,
SUTLEJTEX.NS,NSE,Sutlej Textiles and Industries Limited,,,,
SUVEN.NS,NSE,Suven Life Sciences Limited,,,,
SUVIDHAA.NS,NSE,Suvidhaa Infoserve Limited,,,,
SUYOG.NS,NSE,Suyog Telematics Limited,,,,
SUZLON.NS,NSE,Suzlon Energy Limited,,,,
SVGLOBAL.NS,NSE,S V Global Mill Limited,,,,
