symbol,exchange,name,sector,industry,cap_category,index
GVPTECH.NS,NSE,GVP Infotech Limited,,,,
GVT&D.NS,NSE,GE Vernova T&D India Limited,,,,
GYFTR.NS,NSE,Gyftr Limited,,,,
HAL.NS,NSE,Hindustan Aeronautics Limited,,,,
HALDER.NS,NSE,Halder Venture Limited,,,,
HALDYNGL.NS,NSE,Haldyn Glass Limited,,,,
HALEOSLABS.NS,NSE,HALEOS LABS LIMITED,,,,
HAMPTON.NS,NSE,Hampton Sky Realty Limited,,,,
HAPPSTMNDS.NS,NSE,Happiest Minds Technologies Limited,,,,
HAPPYFORGE.NS,NSE,Happy Forgings Limited,,,,
HARDWYN.NS,NSE,Hardwyn India Limited,,,,
HARIOMPIPE.NS,NSE,Hariom Pipe Industries Limited,,,,
HARRMALAYA.NS,NSE,Harrisons  Malayalam Limited,,,,
HARSHA.NS,NSE,Harsha Engineers International Limited,,,,
HATHWAY.NS,NSE,Hathway Cable & Datacom Limited,,,,
HATSUN.NS,NSE,Hatsun Agro Product Limited,,,,
HAVELLS.NS,NSE,Havells India Limited,,,,
HAVISHA.NS,NSE,Sri Havisha Hospitality and Infrastructure Limited,,,,
HAWKINCOOK.NS,NSE,Hawkins Cookers Limited,,,,
HAZOOR.NS,NSE,Hazoor Multi Projects Limited,,,,
HBESD.NS,NSE,HB Estate Developers Limited,,,,
HBLENGINE.NS,NSE,HBL Engineering Limited,,,,
HBPOR.NS,NSE,HB Portfolio Limited,,,,
HBSL.NS,NSE,HB Stockholdings Limited,,,,
HCC.NS,NSE,Hindustan Construction Company Limited,,,,
HCG.NS,NSE,Healthcare Global Enterprises Limited,,,,
HCL-INSYS.NS,NSE,HCL Infosystems Limited,,,,
HCLTECH.NS,NSE,HCL Technologies Limited,,,,
HDBFS.NS,NSE,HDB Financial Services Limited,,,,
HDFCAMC.NS,NSE,HDFC Asset Management Company Limited,,,,
HDFCBANK.NS,NSE,HDFC Bank Limited,,,,
HDFCLIFE.NS,NSE,HDFC Life Insurance Company Limited,,,,
HDIL.NS,NSE,Housing Development and Infrastructure Limited,,,,
HEADSUP.NS,NSE,Heads UP Ventures Limited,,,,
HEALTHX.NS,NSE,Health X Platform Limited,,,,
HECPROJECT.NS,NSE,HEC Infra Projects Limited,,,,
HEGAM.NS,NSE,HEG Advanced Materials Limited,,,,
HEIDELBERG.NS,NSE,HeidelbergCement India Limited,,,,
HEMIPROP.NS,NSE,Hemisphere Properties India Limited,,,,
HERANBA.NS,NSE,Heranba Industries Limited,,,,
HERITGFOOD.NS,NSE,Heritage Foods Limited,,,,
HEROMOTOCO.NS,NSE,Hero MotoCorp Limited,,,,
HEROMOTORS.NS,NSE,Hero Motors Limited,,,,
HESTERBIO.NS,NSE,Hester Biosciences Limited,,,,
HEXAGON.NS,NSE,Hexagon Nutrition Limited,,,,
HEXATRADEX.NS,NSE,Hexa Tradex Limited,,,,
HEXT.NS,NSE,Hexaware Technologies Limited,,,,
HFCL.NS,NSE,HFCL Limited,,,,
HGINFRA.NS,NSE,H.G. Infra Engineering Limited,,,,
HGM.NS,NSE,HandsOn Global Management (HGM) Limited,,,,
HGS.NS,NSE,Hinduja Global Solutions Limited,,,,
HIKAL.NS,NSE,Hikal Limited,,,,
HILINFRA.NS,NSE,Highway Infrastructure Limited,,,,
HILTON.NS,NSE,Hilton Metal Forging Limited,,,,
HIMATSEIDE.NS,NSE,Himatsingka Seide Limited,,,,
HINDADH.NS,NSE,Hindustan Adhesives Limited,,,,
HINDALCO.NS,NSE,Hindalco Industries Limited,,,,
HINDALUMI.NS,NSE,Hind Aluminium Industries Limited,,,,
HINDCOMPOS.NS,NSE,Hindustan Composites Limited,,,,
HINDCON.NS,NSE,Hindcon Chemicals Limited,,,,
HINDCOPPER.NS,NSE,Hindustan Copper Limited,,,,
HINDOILEXP.NS,NSE,Hindustan Oil Exploration Company Limited,,,,
HINDPETRO.NS,NSE,Hindustan Petroleum Corporation Limited,,,,
HINDUNILVR.NS,NSE,Hindustan Unilever Limited,,,,
HINDWAREAP.NS,NSE,Hindware Home Innovation Limited,,,,
HINDZINC.NS,NSE,Hindustan Zinc Limited,,,,
HIRECT.NS,NSE,Hirect Limited,,,,
HISARMETAL.NS,NSE,Hisar Metal Industries Limited,,,,
HITECH.NS,NSE,Hi-Tech Pipes Limited,,,,
HITECHCORP.NS,NSE,Hitech Corporation Limited,,,,
HITECHGEAR.NS,NSE,The Hi-Tech Gears Limited,,,,
HLEGLAS.NS,NSE,HLE Glascoat Limited,,,,
HLVLTD.NS,NSE,HLV LIMITED,,,,
HMAAGRO.NS,NSE,HMA Agro Industries Limited,,,,
HMT.NS,NSE,HMT Limited,,,,
HMVL.NS,NSE,Hindustan Media Ventures Limited,,,,
HNDFDS.NS,NSE,Hindustan Foods Limited,,,,
HOMEFIRST.NS,NSE,Home First Finance Company India Limited,,,,
HONASA.NS,NSE,Honasa Consumer Limited,,,,
HONAUT.NS,NSE,Honeywell Automation India Limited,,,,
HONDAPOWER.NS,NSE,Honda India Power Products Limited,,,,
HORIZONIND.NS,NSE,Horizon Industrial Parks Limited,,,,
HPAL.NS,NSE,HP Adhesives Limited,,,,
HPIL.NS,NSE,Hindprakash Industries Limited,,,,
HPL.NS,NSE,HPL Electric & Power Limited,,,,
HRYNSHP.NS,NSE,Hariyana Ship Breakers Limited,,,,
HSCL.NS,NSE,Himadri Speciality Chemical Limited,,,,
HTEL.NS,NSE,Hy-Tech Engineers Limited,,,,
HTMEDIA.NS,NSE,HT Media Limited,,,,
HUBTOWN.NS,NSE,Hubtown Limited,,,,
HUDCO.NS,NSE,Housing & Urban Development Corporation Limited,,,,
HUHTAMAKI.NS,NSE,Huhtamaki India Limited,,,,
HYBRIDFIN.NS,NSE,Hybrid Financial Services Limited,,,,
HYUNDAI.NS,NSE,Hyundai Motor India Limited,,,,
IBULLSLTD.NS,NSE,Indiabulls Limited,,,,
ICDSLTD.NS,NSE,ICDS Limited,,,,
ICEMAKE.NS,NSE,Ice Make Refrigeration Limited,,,,
ICICIAMC.NS,NSE,ICICI Prudential Asset Management Company Limited,,,,
ICICIBANK.NS,NSE,ICICI Bank Limited,,,,
ICICIGI.NS,NSE,ICICI Lombard General Insurance Company Limited,,,,
ICICIPRULI.NS,NSE,ICICI Prudential Life Insurance Company Limited,,,,
ICIL.NS,NSE,Indo Count Industries Limited,,,,
ICRA.NS,NSE,ICRA Limited,,,,
IDBI.NS,NSE,IDBI Bank Limited,,,,
IDEA.NS,NSE,Vodafone Idea Limited,,,,
IDEAFORGE.NS,NSE,Ideaforge Technology Limited,,,,
IDFCFIRSTB.NS,NSE,IDFC First Bank Limited,,,,
IEX.NS,NSE,Indian Energy Exchange Limited,,,,
IFBAGRO.NS,NSE,IFB Agro Industries Limited,,,,
IFBIND.NS,NSE,IFB Industries Limited,,,,
IFCI.NS,NSE,IFCI Limited,,,,
IFGLEXPOR.NS,NSE,IFGL Refractories Limited,,,,
IGARASHI.NS,NSE,Igarashi Motors India Limited,,,,
IGCL.NS,NSE,Indogulf Cropsciences Limited,,,,
IGIL.NS,NSE,International Gemological Institute Limited,,,,
IGL.NS,NSE,Indraprastha Gas Limited,,,,
IGPL.NS,NSE,IG Petrochemicals Limited,,,,
IIFL.NS,NSE,IIFL Finance Limited,,,,
IIFLCAPS.NS,NSE,IIFL Capital Services Limited,,,,
IITL.NS,NSE,Industrial Investment Trust Limited,,,,
IKIO.NS,NSE,IKIO Technologies Limited,,,,
IKS.NS,NSE,Inventurus Knowledge Solutions Limited,,,,
IL&FSENGG.NS,NSE,IL&FS Engineering and Construction Company Limited,,,,
IL&FSTRANS.NS,NSE,IL&FS Transportation Networks Limited,,,,
IMAGICAA.NS,NSE,Imagicaaworld Entertainment Limited,,,,
IMFA.NS,NSE,Indian Metals & Ferro Alloys Limited,,,,
IMPAL.NS,NSE,India Motor Parts and Accessories Limited,,,,
IMPEXFERRO.NS,NSE,Impex Ferro Tech Limited,,,,
INA.NS,NSE,Insolation Energy Limited,,,,
INCREDIBLE.NS,NSE,INCREDIBLE INDUSTRIES LIMITED,,,,
INDBANK.NS,NSE,Indbank Merchant Banking Services Limited,,,,
INDGN.NS,NSE,Indegene Limited,,,,
INDHOTEL.NS,NSE,The Indian Hotels Company Limited,,,,
INDIACEM.NS,NSE,The India Cements Limited,,,,
INDIAGLYCO.NS,NSE,India Glycols Limited,,,,
INDIAMART.NS,NSE,Indiamart Intermesh Limited,,,,
INDIANB.NS,NSE,Indian Bank,,,,
INDIANCARD.NS,NSE,Indian Card Clothing Company Limited,,,,
INDIANHUME.NS,NSE,Indian Hume Pipe Company Limited,,,,
INDIASHLTR.NS,NSE,India Shelter Finance Corporation Limited,,,,
INDIGO.NS,NSE,InterGlobe Aviation Limited,,,,
INDIGOPNTS.NS,NSE,Indigo Paints Limited,,,,
INDIQUBE.NS,NSE,Indiqube Spaces Limited,,,,
INDNIPPON.NS,NSE,India Nippon Electricals Limited,,,,
INDOAMIN.NS,NSE,Indo Amines Limited,,,,
INDOBORAX.NS,NSE,Indo Borax & Chemicals Limited,,,,
INDOCO.NS,NSE,Indoco Remedies Limited,,,,
INDOFARM.NS,NSE,Indo Farm Equipment Limited,,,,
INDOKEM.NS,NSE,Indokem Limited,,,,
INDOMIM.NS,NSE,INDO-MIM Limited,,,,
INDORAMA.NS,NSE,Indo Rama Synthetics (India) Limited,,,,
INDOSTAR.NS,NSE,IndoStar Capital Finance Limited,,,,
INDOTECH.NS,NSE,Indo Tech Transformers Limited,,,,
INDOTHAI.NS,NSE,Indo Thai Securities Limited,,,,
INDOUS.NS,NSE,Indo Us Biotech Limited,,,,
INDOWIND.NS,NSE,Indowind Energy Limited,,,,
INDPRUD.NS,NSE,Industrial & Prudential Investment Company Limited,,,,
INDRAMEDCO.NS,NSE,Indraprastha Medical Corporation Limited,,,,
INDSWFTLAB.NS,NSE,Ind-Swift Laboratories Limited,,,,
INDTERRAIN.NS,NSE,Indian Terrain Fashions Limited,,,,
INDUSINDBK.NS,NSE,IndusInd Bank Limited,,,,
INDUSTOWER.NS,NSE,Indus Towers Limited,,,,
INFOBEAN.NS,NSE,InfoBeans Technologies Limited,,,,
INFOMEDIA.NS,NSE,Infomedia Press Limited,,,,
INFY.NS,NSE,Infosys Limited,,,,
INGERRAND.NS,NSE,Ingersoll Rand (India) Limited,,,,
INNOVACAP.NS,NSE,Innova Captab Limited,,,,
INNOVANA.NS,NSE,Innovana Thinklabs Limited,,,,
INNOVISION.NS,NSE,Innovision Limited,,,,
INOXGREEN.NS,NSE,Inox Green Energy Services Limited,,,,
INOXINDIA.NS,NSE,INOX India Limited,,,,
INOXWIND.NS,NSE,Inox Wind Limited,,,,
INSECTICID.NS,NSE,Insecticides (India) Limited,,,,
INSPIRISYS.NS,NSE,Inspirisys Solutions Limited,,,,
INTELLECT.NS,NSE,Intellect Design Arena Limited,,,,
INTENTECH.NS,NSE,Intense Technologies Limited,,,,
INTERARCH.NS,NSE,Interarch Building Solutions Limited,,,,
INTLCONV.NS,NSE,International Conveyors Limited,,,,
INVENTURE.NS,NSE,Inventure Growth & Securities Limited,,,,
INVPRECQ.NS,NSE,Investment & Precision Castings Limited,,,,
IOB.NS,NSE,Indian Overseas Bank,,,,
IOC.NS,NSE,Indian Oil Corporation Limited,,,,
IOLCP.NS,NSE,IOL Chemicals and Pharmaceuticals Limited,,,,
IONEXCHANG.NS,NSE,ION Exchange (India) Limited,,,,
IPCALAB.NS,NSE,IPCA Laboratories Limited,,,,
IPL.NS,NSE,India Pesticides Limited,,,,
IPRINGLTD.NS,NSE,IP Rings Limited,,,,
IRB.NS,NSE,IRB Infrastructure Developers Limited,,,,
IRCON.NS,NSE,Ircon International Limited,,,,
IRCTC.NS,NSE,Indian Railway Catering And Tourism Corporation Limited,,,,
IREDA.NS,NSE,Indian Renewable Energy Development Agency Limited,,,,
IRFC.NS,NSE,Indian Railway Finance Corporation Limited,,,,
IRIS.NS,NSE,IRIS RegTech Solutions Limited,,,,
IRISDOREME.NS,NSE,Iris Clothings Limited,,,,
IRMENERGY.NS,NSE,IRM Energy Limited,,,,
ISFT.NS,NSE,Intrasoft Technologies Limited,,,,
ISGEC.NS,NSE,Isgec Heavy Engineering Limited,,,,
ISHANCH.NS,NSE,Ishan Dyes and Chemicals Limited,,,,
ISTLTD.NS,NSE,I S T Limited,,,,
ITC.NS,NSE,ITC Limited,,,,
ITCHOTELS.NS,NSE,ITC Hotels Limited,,,,
ITDC.NS,NSE,India Tourism Development Corporation Limited,,,,
ITI.NS,NSE,ITI Limited,,,,
ITL.NS,NSE,ITL Industries Limited,,,,
IVALUE.NS,NSE,Ivalue Infosolutions Limited,,,,
IVC.NS,NSE,IL&FS Investment Managers Limited,,,,
IVP.NS,NSE,IVP Limited,,,,
IWP.NS,NSE,The Indian Wood Products Company Limited,,,,
IXIGO.NS,NSE,Le Travenues Technology Limited,,,,
IZMO.NS,NSE,IZMO Limited,,,,
J&KBANK.NS,NSE,The Jammu & Kashmir Bank Limited,,,,
JAGRAN.NS,NSE,Jagran Prakashan Limited,,,,
JAGSNPHARM.NS,NSE,Jagsonpal Pharmaceuticals Limited,,,,
JAIBALAJI.NS,NSE,Jai Balaji Industries Limited,,,,
JAICORPLTD.NS,NSE,Jai Corp Limited,,,,
JAINREC.NS,NSE,Jain Resource Recycling Limited,,,,
JAIPURKURT.NS,NSE,Nandani Creation Limited,,,,
JAMNAAUTO.NS,NSE,Jamna Auto Industries Limited,,,,
JARO.NS,NSE,Jaro Institute of Technology Management and Research Limited,,,,
JASH.NS,NSE,Jash Engineering Limited,,,,
JAYAGROGN.NS,NSE,Jayant Agro Organics Limited,,,,
JAYBARMARU.NS,NSE,Jay Bharat Maruti Limited,,,,
JAYKAY.NS,NSE,Jaykay Enterprises Limited,,,,
JAYNECOIND.NS,NSE,Jayaswal Neco Industries Limited,,,,
JAYSREETEA.NS,NSE,Jayshree Tea & Industries Limited,,,,
JBMA.NS,NSE,JBM Auto Limited,,,,
JENBURPH.NS,NSE,Jenburkt Pharmaceuticals Limited,,,,
JETFREIGHT.NS,NSE,Jet Freight Logistics Limited,,,,
JGCHEM.NS,NSE,J.G.Chemicals Limited,,,,
JHS.NS,NSE,JHS Svendgaard Laboratories Limited,,,,
JINDALPHOT.NS,NSE,Jindal Photo Limited,,,,
JINDALPOLY.NS,NSE,Jindal Poly Films Limited,,,,
JINDALSAW.NS,NSE,Jindal Saw Limited,,,,
JINDALSTEL.NS,NSE,JINDAL STEEL LIMITED,,,,
JINDRILL.NS,NSE,Jindal Drilling And Industries Limited,,,,
JINDWORLD.NS,NSE,Jindal Worldwide Limited,,,,
JIOFIN.NS,NSE,Jio Financial Services Limited,,,,
JISLDVREQS.NS,NSE,Jain Irrigation Systems Limited,,,,
JISLJALEQS.NS,NSE,Jain Irrigation Systems Limited,,,,
JITFINFRA.NS,NSE,JITF Infralogistics Limited,,,,
JKCEMENT.NS,NSE,JK Cement Limited,,,,
JKIL.NS,NSE,J.Kumar Infraprojects Limited,,,,
JKIPL.NS,NSE,Jinkushal Industries Limited,,,,
JKLAKSHMI.NS,NSE,JK Lakshmi Cement Limited,,,,
JKPAPER.NS,NSE,JK Paper Limited,,,,
JKTYRE.NS,NSE,JK Tyre & Industries Limited,,,,
JLHL.NS,NSE,Jupiter Life Line Hospitals Limited,,,,
JMA.NS,NSE,Jullundur Motor Agency (Delhi) Limited,,,,
JMFINANCIL.NS,NSE,JM Financial Limited,,,,
JNKINDIA.NS,NSE,JNK India Limited,,,,
JNPR.NS,NSE,Juniper Green Energy Limited,,,,
JOCIL.NS,NSE,Jocil Limited,,,,
JPOLYINVST.NS,NSE,Jindal Poly Investment and Finance Company Limited,,,,
JPPOWER.NS,NSE,Jaiprakash Power Ventures Limited,,,,
JSFB.NS,NSE,Jana Small Finance Bank Limited,,,,
JSIPL.NS,NSE,Jindal Supreme (India) Limited,,,,
JSL.NS,NSE,Jindal Stainless Limited,,,,
JSLL.NS,NSE,Jeena Sikho Lifecare Limited,,,,
JSWCEMENT.NS,NSE,JSW Cement Limited,,,,
JSWDULUX.NS,NSE,JSW Dulux Limited,,,,
JSWENERGY.NS,NSE,JSW Energy Limited,,,,
JSWHL.NS,NSE,JSW Holdings Limited,,,,
JSWINFRA.NS,NSE,JSW Infrastructure Limited,,,,
JSWSTEEL.NS,NSE,JSW Steel Limited,,,,
JTEKTINDIA.NS,NSE,Jtekt India Limited,,,,
JTLIND.NS,NSE,JTL INDUSTRIES LIMITED,,,,
JUBLCPL.NS,NSE,Jubilant Agri and Consumer Products Limited,,,,
JUBLFOOD.NS,NSE,Jubilant Foodworks Limited,,,,
JUBLINGREA.NS,NSE,Jubilant Ingrevia Limited,,,,
JUBLPHARMA.NS,NSE,Jubilant Pharmova Limited,,,,
JUNIPER.NS,NSE,Juniper Hotels Limited,,,,
JUSTDIAL.NS,NSE,Just Dial Limited,,,,
JWL.NS,NSE,Jupiter Wagons Limited,,,,
JYOTHYLAB.NS,NSE,Jyothy Labs Limited,,,,
JYOTICNC.NS,NSE,Jyoti CNC Automation Limited,,,,
JYOTIRES.NS,NSE,Jyoti Resins & Adhesives Limited,,,,
JYOTISTRUC.NS,NSE,Jyoti Structures Limited,,,,
KABRAEXTRU.NS,NSE,Kabra Extrusion Technik Limited,,,,
KAJARIACER.NS,NSE,Kajaria Ceramics Limited,,,,
KAKATCEM.NS,NSE,Kakatiya Cement Sugar & Industries Limited,,,,
KALAMANDIR.NS,NSE,Sai Silks (Kalamandir) Limited,,,,
KALPATARU.NS,NSE,Kalpataru Limited,,,,
KALYANI.NS,NSE,Kalyani Commercials Limited,,,,
KALYANIFRG.NS,NSE,Kalyani Forge Limited,,,,
KALYANKJIL.NS,NSE,Kalyan Jewellers India Limited,,,,
KAMAHOLD.NS,NSE,Kama Holdings Limited,,,,
KAMANWALA.NS,NSE,Kamanwala Housing Construction Limited,,,,
KAMATHOTEL.NS,NSE,Kamat Hotels (I) Limited,,,,
KAMDHENU.NS,NSE,Kamdhenu Limited,,,,
KAMOPAINTS.NS,NSE,Kamdhenu Ventures Limited,,,,
KANANIIND.NS,NSE,Kanani Industries Limited,,,,
KANCHI.NS,NSE,Kanchi Karpooram Limited,,,,
KANCOTEA.NS,NSE,Kanco Tea & Industries Limited,,,,
KANOHAR.NS,NSE,Kanohar Electricals Limited,,,,
KANORICHEM.NS,NSE,Kanoria Chemicals & Industries Limited,,,,
KANPRPLA.NS,NSE,Kanpur Plastipack Limited,,,,
KANSAINER.NS,NSE,Kansai Nerolac Paints Limited,,,,
KAPSTON.NS,NSE,Kapston Services Limited,,,,
KARAMTARA.NS,NSE,Karamtara Engineering Limited,,,,
KARMAENG.NS,NSE,Karma Energy Limited,,,,
KARURVYSYA.NS,NSE,Karur Vysya Bank Limited,,,,
KAUSHALYA.NS,NSE,Kaushalya Infrastructure Development Corporation Limited,,,,
KAVDEFENCE.NS,NSE,Kavveri Defence & Wireless Technologies Limited,,,,
KAYA.NS,NSE,Kaya Limited,,,,
KAYNES.NS,NSE,Kaynes Technology India Limited,,,,
KCP.NS,NSE,KCP Limited,,,,
KCPSUGIND.NS,NSE,KCP Sugar and Industries Corporation Limited,,,,
KDDL.NS,NSE,KDDL Limited,,,,
KDGREEN.NS,NSE,KD Green Industries Limited,,,,
KEC.NS,NSE,KEC International Limited,,,,
KECL.NS,NSE,Kirloskar Electric Company Limited,,,,
KEEPLEARN.NS,NSE,DSJ Keep Learning Limited,,,,
KEI.NS,NSE,KEI Industries Limited,,,,
KELLTONTEC.NS,NSE,Kellton Tech Solutions Limited,,,,
KENNAMET.NS,NSE,Kennametal India Limited,,,,
KERNEX.NS,NSE,Kernex Microsystems (India) Limited,,,,
KESORAMIND.NS,NSE,Kesoram Industries Limited,,,,
KEYFINSERV.NS,NSE,Keynote Financial Services Limited,,,,
KFINTECH.NS,NSE,Kfin Technologies Limited,,,,
KHADIM.NS,NSE,Khadim India Limited,,,,
KHAICHEM.NS,NSE,Khaitan Chemicals & Fertilizers Limited,,,,
KHAITANLTD.NS,NSE,Khaitan (India) Limited,,,,
KHANDSE.NS,NSE,Khandwala Securities Limited,,,,
KICL.NS,NSE,Kalyani Investment Company Limited,,,,
KILITCH.NS,NSE,Kilitch Drugs (India) Limited,,,,
KIMS.NS,NSE,Krishna Institute of Medical Sciences Limited,,,,
KINGFA.NS,NSE,Kingfa Science & Technology (India) Limited,,,,
KIOCL.NS,NSE,KIOCL Limited,,,,
KIRANVYPAR.NS,NSE,Kiran Vyapar Limited,,,,
KIRIINDUS.NS,NSE,Kiri Industries Limited,,,,
KIRLFER.NS,NSE,Kirloskar Ferrous Industries Limited,,,,
KIRLOSBROS.NS,NSE,Kirloskar Brothers Limited,,,,
KIRLOSENG.NS,NSE,Kirloskar Oil Engines Limited,,,,
KIRLOSIND.NS,NSE,Kirloskar Industries Limited,,,,
KIRLPNU.NS,NSE,Kirloskar Pneumatic Company Limited,,,,
KISSHT.NS,NSE,OnEMI Technology Solutions Limited,,,,
KITEX.NS,NSE,Kitex Garments Limited,,,,
KJMCFIN.NS,NSE,KJMC Financial Services Limited,,,,
KKCL.NS,NSE,Kewal Kiran Clothing Limited,,,,
KLBRENG-B.NS,NSE,Kilburn Engineering Limited,,,,
KMCSHIL.NS,NSE,K M C Speciality Hospitals (India) Limited,,,,
KMEW.NS,NSE,Knowledge Marine & Engineering Works Limited,,,,
KMSUGAR.NS,NSE,K.M.Sugar Mills Limited,,,,
KNACK.NS,NSE,Knack Packaging Limited,,,,
KNAGRI.NS,NSE,KN Agri Resources Limited,,,,
KNRCON.NS,NSE,KNR Constructions Limited,,,,
KOHINOOR.NS,NSE,Kohinoor Foods Limited,,,,
KOKUYOCMLN.NS,NSE,Kokuyo Camlin Limited,,,,
KOLTEPATIL.NS,NSE,Kolte - Patil Developers Limited,,,,
KOPRAN.NS,NSE,Kopran Limited,,,,
KOTAKBANK.NS,NSE,Kotak Mahindra Bank Limited,,,,
KOTARISUG.NS,NSE,Kothari Sugars And Chemicals Limited,,,,
KOTHARIPET.NS,NSE,Kothari Petrochemicals Limited,,,,
KOTHARIPRO.NS,NSE,Kothari Products Limited,,,,
KOTIC.NS,NSE,Kothari Industrial Corporation Limited,,,,
KOTYARK.NS,NSE,Kotyark Industries Limited,,,,
KOVAI.NS,NSE,Kovai Medical Center & Hospital Limited,,,,
KPEL.NS,NSE,K.P. Energy Limited,,,,
KPIGREEN.NS,NSE,KPI Green Energy Limited,,,,
KPIL.NS,NSE,Kalpataru Projects International Limited,,,,
KPITTECH.NS,NSE,KPIT Technologies Limited,,,,
KPL.NS,NSE,Kwality Pharmaceuticals Limited,,,,
KPRMILL.NS,NSE,K.P.R. Mill Limited,,,,
KRBL.NS,NSE,KRBL Limited,,,,
KREBSBIO.NS,NSE,Krebs Biochemicals and Industries Limited,,,,
KRIDHANINF.NS,NSE,Kridhan Infra Limited,,,,
KRISHANA.NS,NSE,Krishana Phoschem Limited,,,,
KRISHIVAL.NS,NSE,Krishival Foods Limited,,,,
KRISHNADEF.NS,NSE,Krishna Defence And Allied Industries Limited,,,,
KRITI.NS,NSE,Kriti Industries (India) Limited,,,,
KRITIKA.NS,NSE,Kritika Wires Limited,,,,
KRITINUT.NS,NSE,Kriti Nutrients Limited,,,,
KRN.NS,NSE,KRN Heat Exchanger and Refrigeration Limited,,,,
KRONOX.NS,NSE,Kronox Lab Sciences Limited,,,,
KROSS.NS,NSE,Kross Limited,,,,
KRSNAA.NS,NSE,Krsnaa Diagnostics Limited,,,,
KRYSTAL.NS,NSE,Krystal Integrated Services Limited,,,,
KSB.NS,NSE,Ksb Limited,,,,
KSCL.NS,NSE,Kaveri Seed Company Limited,,,,
KSE.NS,NSE,KSE Limited,,,,
KSHINTL.NS,NSE,KSH International Limited,,,,
KSHITIJPOL.NS,NSE,Kshitij Polyline Limited,,,,
KSL.NS,NSE,Kalyani Steels Limited,,,,
KSOLVES.NS,NSE,Ksolves India Limited,,,,
KSR.NS,NSE,KSR Footwear Limited,,,,
KTKBANK.NS,NSE,The Karnataka Bank Limited,,,,
KUANTUM.NS,NSE,Kuantum Papers Limited,,,,
KUSUMGAR.NS,NSE,Kusumgar Limited,,,,
KWIL.NS,NSE,Kwality Wall's (India) Limited,,,,
LADDERUP.NS,NSE,Ladderup Finance Limited,,,,
LAGNAM.NS,NSE,Lagnam Spintex Limited,,,,
LAHOTIOV.NS,NSE,Lahoti Overseas Limited,,,,
LAKPRE.NS,NSE,Lakshmi Precision Screws Limited,,,,
LAKSHMIMIL.NS,NSE,Lakshmi Mills Company Limited,,,,
LAL.NS,NSE,Lorenzini Apparels Limited,,,,
LALITHAA.NS,NSE,Lalithaa Jewellery Mart Limited,,,,
LALPATHLAB.NS,NSE,Dr. Lal Path Labs Ltd.,,,,
LAMBODHARA.NS,NSE,Lambodhara Textiles Limited,,,,
LANCER.NS,NSE,Lancer Container Lines Limited,,,,
LANCORHOL.NS,NSE,Lancor Holdings Limited,,,,
LANDMARK.NS,NSE,Landmark Cars Limited,,,,
LANDSMILL.NS,NSE,Landsmill Green Limited,,,,
LAOPALA.NS,NSE,La Opala RG Limited,,,,
LASERPOWER.NS,NSE,Laser Power & Infra Limited,,,,
LATENTVIEW.NS,NSE,Latent View Analytics Limited,,,,
LATTEYS.NS,NSE,Latteys Industries Limited,,,,
LAURUSLABS.NS,NSE,Laurus Labs Limited,,,,
LAXMICOT.NS,NSE,Laxmi Cotspin Limited,,,,
LAXMIDENTL.NS,NSE,Laxmi Dental Limited,,,,
LAXMIINDIA.NS,NSE,Laxmi India Finance Limited,,,,
LCCINFOTEC.NS,NSE,LCC Infotech Limited,,,,
LCCPROJECT.NS,NSE,LCC Projects Limited,,,,
LCL.NS,NSE,Lohia Corp Limited,,,,
LEAPIND.NS,NSE,LEAP India Limited,,,,
LEENEE.NS,NSE,Lee & Nee Softwares Exports Limited,,,,
LEMERITE.NS,NSE,Le Merite Exports Limited,,,,
LEMONTREE.NS,NSE,Lemon Tree Hotels Limited,,,,
LENSKART.NS,NSE,Lenskart Solutions Limited,,,,
LEXUS.NS,NSE,Lexus Granito (India) Limited,,,,
LFIC.NS,NSE,Lakshmi Finance & Industrial Corporation Limited,,,,
LGBBROSLTD.NS,NSE,LG Balakrishnan & Bros Limited,,,,
LGEINDIA.NS,NSE,LG Electronics India Limited,,,,
LGHL.NS,NSE,Laxmi Goldorna House Limited,,,,
LIBAS.NS,NSE,Libas Consumer Products Limited,,,,
LIBERTSHOE.NS,NSE,Liberty Shoes Limited,,,,
LICHSGFIN.NS,NSE,LIC Housing Finance Limited,,,,
LICI.NS,NSE,Life Insurance Corporation Of India,,,,
LIKHITHA.NS,NSE,Likhitha Infrastructure Limited,,,,
LINC.NS,NSE,Linc Limited,,,,
LINCOLN.NS,NSE,Lincoln Pharmaceuticals Limited,,,,
LINDEINDIA.NS,NSE,Linde India Limited,,,,
LKPSEC.NS,NSE,LKP Securities Limited,,,,
LLOYDSENGG.NS,NSE,LLOYDS ENGINEERING WORKS LIMITED,,,,
LLOYDSENT.NS,NSE,Lloyds Enterprises Limited,,,,
LLOYDSME.NS,NSE,Lloyds Metals And Energy Limited,,,,
LMW.NS,NSE,LMW Limited,,,,
LODHA.NS,NSE,Lodha Developers Limited,,,,
LOKESHMACH.NS,NSE,Lokesh Machines Limited,,,,
LORDSCHLO.NS,NSE,Lords Chloro Alkali Limited,,,,
LOTUSCHO.NS,NSE,Lotus Chocolate Company Limited,,,,
LOTUSDEV.NS,NSE,Sri Lotus Developers and Realty Limited,,,,
LOTUSEYE.NS,NSE,Lotus Eye Hospital and Institute Limited,,,,
LOVABLE.NS,NSE,Lovable Lingerie Limited,,,,
